cust_number,social_security_num,firstname,lastname,birthdate,email_address,contact_number,street_address,city,state_code,postal_code,nation,fico_score,annual_income,customer_type
1041491,989-21-8511,Linda,Taylor,1986-12-15,linda.taylor@example.com,(780)-814-6869,1137 Elm St,Houston,CA,66314,United States,516,89365.79,Business
3191007,679-72-6631,Robert,Davis,1991-03-27,robert.davis@example.com,(880)-149-1752,1731 2nd Ave,New York,NY,30707,United States,751,84782.18,Business
6064462,262-45-2529,Patricia,Williams,1988-09-22,patricia.williams@example.com,(469)-356-2350,6192 Broadway,New York,TX,91999,United States,612,117118.6,Personal
2596917,101-37-8812,Michael,Johnson,1936-12-28,michael.johnson@example.com,(235)-707-4705,8610 2nd Ave,New York,NY,55032,United States,423,148578.59,Business
2188301,334-59-2463,John,Wilson,1995-07-24,john.wilson@example.com,(925)-204-2690,5233 1st Ave,Chicago,CA,60164,United States,436,106989.14,Personal
1142182,724-93-3688,Mary,Moore,1969-06-26,mary.moore@example.com,(459)-839-4490,2580 2nd Ave,Phoenix,TX,38474,United States,388,137591.15,Personal
7442986,459-64-6152,Mary,Taylor,2000-12-21,mary.taylor@example.com,(243)-353-5537,1480 Broadway,Phoenix,AZ,88644,United States,591,123476.36,Personal
9686388,721-75-4090,Robert,Jones,1997-02-03,robert.jones@example.com,(501)-402-1894,4021 2nd Ave,Houston,NY,41599,United States,811,106569.88,Personal
7058222,424-26-7337,William,Smith,2005-04-08,william.smith@example.com,(682)-530-6986,9051 Broadway,Houston,NY,12187,United States,369,31655.21,Personal
7676912,618-46-9209,James,Smith,1998-10-27,james.smith@example.com,(525)-533-7590,1450 Elm St,Phoenix,AZ,30012,United States,584,40031.65,Personal
3606795,649-51-7401,William,Jones,1982-08-12,william.jones@example.com,(749)-881-2083,5181 2nd Ave,Los Angeles,NY,42044,United States,388,140955.33,Personal
1923227,416-95-3877,Barbara,Taylor,1940-09-18,barbara.taylor@example.com,(112)-824-3248,285 Broadway,Houston,IL,78551,United States,829,123958.45,Business
3129542,867-44-2934,John,Davis,1999-03-18,john.davis@example.com,(130)-443-8034,4556 Elm St,New York,IL,85582,United States,378,89537.71,Business
3799805,476-30-5179,James,Wilson,1999-05-19,james.wilson@example.com,(205)-687-2889,3842 Elm St,New York,NY,11610,United States,550,35517.78,Business
4002466,978-14-7870,Michael,Williams,1950-02-21,michael.williams@example.com,(429)-354-7819,5341 1st Ave,New York,AZ,58864,United States,422,90244.91,Personal
9653253,147-61-2129,John,Jones,1971-09-23,john.jones@example.com,(986)-389-6090,5462 Main St,Phoenix,TX,11044,United States,677,54080.54,Business
8783398,477-85-9083,Elizabeth,Jones,1999-04-25,elizabeth.jones@example.com,(894)-300-9954,4116 Broadway,New York,TX,13133,United States,538,94985.42,Personal
7312844,969-49-2703,Linda,Smith,1948-05-29,linda.smith@example.com,(642)-343-7878,8161 Main St,Los Angeles,IL,22193,United States,344,140552.93,Business
2424426,694-22-9280,Linda,Wilson,1941-12-23,linda.wilson@example.com,(752)-939-7461,1326 Elm St,Phoenix,NY,67014,United States,433,58412.61,Business
6473593,425-67-5455,Linda,Miller,1950-12-16,linda.miller@example.com,(176)-307-3230,9679 Main St,Los Angeles,NY,31544,United States,760,85926.61,Business
7011065,888-36-8404,Mary,Moore,1957-08-29,mary.moore@example.com,(574)-371-2964,1581 Broadway,Chicago,AZ,15286,United States,520,130310.97,Business
5164420,464-60-9412,John,Johnson,1934-05-24,john.johnson@example.com,(793)-406-5262,2948 Main St,Houston,TX,82869,United States,555,41367.03,Personal
1200603,163-38-3141,John,Johnson,1947-10-11,john.johnson@example.com,(943)-510-7098,1476 Elm St,Phoenix,IL,19828,United States,322,149659.37,Personal
2543145,967-52-3007,Barbara,Williams,1933-10-31,barbara.williams@example.com,(572)-151-3752,9502 2nd Ave,Houston,TX,13864,United States,691,111985.55,Personal
4139874,381-45-8307,Linda,Jones,1943-05-03,linda.jones@example.com,(135)-728-5026,4935 2nd Ave,Houston,AZ,72787,United States,362,40526.59,Business
4346346,758-77-5082,John,Miller,1986-08-03,john.miller@example.com,(921)-656-1319,6366 1st Ave,Houston,AZ,73527,United States,652,139521.24,Business
4016809,126-50-4588,Michael,Brown,1932-08-18,michael.brown@example.com,(930)-897-5602,1059 2nd Ave,Phoenix,IL,86544,United States,538,146877.58,Personal
5471581,646-17-4594,Patricia,Jones,1981-08-25,patricia.jones@example.com,(966)-916-7363,5913 Broadway,Los Angeles,CA,87662,United States,625,126745.23,Business
6900247,681-82-3328,Elizabeth,Smith,1980-07-08,elizabeth.smith@example.com,(292)-956-9064,8982 1st Ave,Los Angeles,TX,14975,United States,392,36740.16,Personal
9019324,100-52-4300,James,Moore,2002-05-08,james.moore@example.com,(233)-448-3907,5401 Main St,New York,CA,86888,United States,445,122923.98,Business
7636992,700-22-6514,Mary,Davis,1957-01-27,mary.davis@example.com,(430)-239-3580,7257 2nd Ave,Chicago,CA,83659,United States,665,56788.47,Personal
5941179,230-32-1029,Michael,Brown,1992-12-24,michael.brown@example.com,(686)-500-1530,3083 Elm St,Chicago,AZ,38953,United States,406,142402.54,Personal
4992909,455-50-3750,Linda,Johnson,1987-01-28,linda.johnson@example.com,(190)-941-6500,7417 Main St,Chicago,CA,42707,United States,369,72057.74,Personal
7474950,548-63-3725,James,Smith,1967-02-22,james.smith@example.com,(604)-487-6754,9046 2nd Ave,New York,TX,85766,United States,530,49518.78,Personal
1336852,426-43-2715,James,Brown,1936-08-28,james.brown@example.com,(450)-274-7151,2736 Main St,Phoenix,NY,54295,United States,794,114540.56,Business
8284673,260-16-2659,John,Taylor,1959-09-15,john.taylor@example.com,(310)-294-7705,9178 Elm St,Chicago,IL,48980,United States,543,41509.91,Business
9236745,257-16-6911,Elizabeth,Moore,1930-05-06,elizabeth.moore@example.com,(537)-189-5825,9933 2nd Ave,Los Angeles,NY,13373,United States,511,50499.86,Business
2937918,415-60-8715,Mary,Wilson,1973-11-17,mary.wilson@example.com,(776)-371-2493,9014 2nd Ave,Los Angeles,IL,59996,United States,678,52389.95,Personal
8802377,369-38-5400,Robert,Wilson,1980-08-15,robert.wilson@example.com,(163)-254-2584,1504 1st Ave,Phoenix,TX,87296,United States,532,96432.23,Business
9984440,803-70-4860,William,Miller,1972-09-23,william.miller@example.com,(406)-180-7468,668 Elm St,Phoenix,AZ,84905,United States,450,44433.82,Business
4554926,927-34-3067,John,Williams,1933-10-30,john.williams@example.com,(533)-180-8133,3408 Broadway,Phoenix,IL,51910,United States,368,40443.29,Business
5633880,632-68-1202,William,Davis,2000-07-25,william.davis@example.com,(817)-738-9561,6974 Main St,Houston,CA,29424,United States,402,140991.38,Personal
6769167,998-62-5327,Robert,Moore,1964-05-13,robert.moore@example.com,(770)-597-8750,713 Broadway,Chicago,TX,28855,United States,711,34653.9,Business
8972838,375-57-1331,Patricia,Smith,1960-04-24,patricia.smith@example.com,(937)-912-5965,5194 1st Ave,Houston,NY,39878,United States,437,66057.65,Business
7992286,719-92-2462,Linda,Brown,1946-11-11,linda.brown@example.com,(552)-316-7671,8037 Elm St,Chicago,NY,77537,United States,462,37874.04,Business
1485669,277-34-4288,John,Moore,2005-02-02,john.moore@example.com,(159)-355-1541,7578 Main St,Chicago,CA,45910,United States,677,128820.76,Business
5059047,481-72-8308,Mary,Smith,1945-12-07,mary.smith@example.com,(991)-585-6730,5740 Broadway,Chicago,NY,47364,United States,328,76387.88,Personal
4713654,762-38-4387,Elizabeth,Jones,1954-02-21,elizabeth.jones@example.com,(767)-519-9409,428 Main St,Houston,CA,94852,United States,477,102137.03,Personal
6124763,829-92-5511,Patricia,Brown,1968-01-09,patricia.brown@example.com,(485)-972-6713,7620 1st Ave,Los Angeles,TX,49602,United States,833,128917.3,Business
1123271,623-94-7131,Elizabeth,Johnson,1980-05-15,elizabeth.johnson@example.com,(762)-708-5631,4990 Main St,Houston,NY,54077,United States,583,106871.37,Business
4160157,253-76-4937,Robert,Brown,1935-02-04,robert.brown@example.com,(924)-977-7620,5336 Broadway,New York,TX,48745,United States,565,138829.39,Business
4186247,451-38-9759,Michael,Smith,1987-04-08,michael.smith@example.com,(903)-587-6873,8411 1st Ave,Los Angeles,AZ,33741,United States,600,41712.37,Personal
4071377,796-52-2463,Robert,Moore,1949-12-09,robert.moore@example.com,(463)-328-6031,6989 1st Ave,Chicago,IL,86751,United States,601,85651.28,Personal
2194801,583-34-9199,Barbara,Smith,1940-10-01,barbara.smith@example.com,(988)-797-7253,8780 1st Ave,Houston,NY,29762,United States,440,149081.74,Business
8676774,246-50-3954,Michael,Taylor,1999-11-19,michael.taylor@example.com,(182)-599-6449,2997 1st Ave,New York,NY,69251,United States,580,55125.88,Personal
9213740,904-21-3120,Elizabeth,Williams,1985-02-16,elizabeth.williams@example.com,(544)-748-8035,6709 2nd Ave,Houston,TX,10611,United States,338,94053.91,Business
9909268,295-12-1067,James,Davis,1986-03-23,james.davis@example.com,(851)-354-4707,5741 1st Ave,Los Angeles,NY,60272,United States,815,100640.48,Personal
6003003,397-68-9524,Mary,Smith,1983-07-03,mary.smith@example.com,(636)-445-8105,2292 1st Ave,Houston,IL,34697,United States,468,143770.12,Business
4763487,844-26-4460,James,Jones,1995-11-10,james.jones@example.com,(122)-703-9267,2868 Main St,Chicago,NY,59177,United States,561,122549.96,Personal
2813842,769-12-1790,Elizabeth,Smith,1991-11-18,elizabeth.smith@example.com,(218)-526-8279,6330 Main St,Phoenix,IL,72180,United States,456,54659.39,Personal
2694160,778-76-5423,Robert,Miller,1985-11-15,robert.miller@example.com,(720)-817-3247,6962 Main St,Phoenix,AZ,25431,United States,589,43681.51,Personal
4351238,896-43-9571,Barbara,Jones,1948-02-04,barbara.jones@example.com,(466)-820-7713,4939 Broadway,New York,AZ,75058,United States,512,112584.47,Business
1045936,113-95-2458,Linda,Jones,1939-11-28,linda.jones@example.com,(955)-687-9095,2543 Main St,Phoenix,NY,23276,United States,562,107320.41,Business
8789281,151-22-3862,Robert,Brown,1933-07-16,robert.brown@example.com,(972)-397-6901,5223 2nd Ave,New York,NY,16014,United States,309,132239.85,Personal
8343630,736-44-2522,Linda,Davis,1963-06-07,linda.davis@example.com,(934)-450-3996,1965 2nd Ave,Houston,TX,45629,United States,694,112788.29,Business
2896774,235-99-1960,Michael,Williams,2005-10-01,michael.williams@example.com,(263)-206-7816,9778 2nd Ave,Phoenix,TX,33758,United States,688,123499.72,Personal
9189341,215-62-8220,John,Wilson,1934-02-15,john.wilson@example.com,(164)-367-6148,302 Elm St,Phoenix,AZ,39358,United States,646,92291.96,Personal
9085438,454-94-7305,Michael,Jones,1943-05-04,michael.jones@example.com,(959)-946-1894,290 Broadway,Phoenix,TX,74990,United States,469,38983.83,Business
6551494,384-16-9305,Linda,Jones,1949-12-24,linda.jones@example.com,(663)-758-7203,6707 Broadway,New York,TX,68220,United States,758,40562.38,Business
2991570,609-93-1291,Barbara,Davis,1939-03-18,barbara.davis@example.com,(513)-522-1587,9228 Elm St,New York,NY,89194,United States,611,136813.31,Personal
7095875,945-16-4652,Barbara,Davis,2005-09-30,barbara.davis@example.com,(565)-439-8751,6052 2nd Ave,New York,NY,96364,United States,527,30263.63,Business
9757456,482-99-2741,Robert,Moore,1934-02-09,robert.moore@example.com,(268)-604-3301,6804 Main St,Chicago,AZ,35679,United States,492,44489.5,Business
4197381,833-53-2765,Patricia,Wilson,1997-12-05,patricia.wilson@example.com,(524)-147-3018,7481 2nd Ave,Phoenix,AZ,27647,United States,810,30520.52,Personal
9102253,620-32-3845,William,Miller,1995-07-15,william.miller@example.com,(934)-231-2696,6447 Elm St,Phoenix,IL,76074,United States,693,80239.77,Personal
6752216,401-67-3185,Robert,Miller,1942-05-25,robert.miller@example.com,(522)-716-9393,4997 Elm St,Chicago,AZ,92913,United States,522,54106.69,Business
3983202,615-79-6281,Linda,Williams,1993-09-23,linda.williams@example.com,(218)-879-6771,9312 2nd Ave,Phoenix,AZ,97445,United States,727,110909.22,Business
9769953,209-13-7240,Michael,Smith,1943-01-15,michael.smith@example.com,(154)-786-1927,3375 1st Ave,Los Angeles,IL,99573,United States,556,47571.41,Personal
1542011,467-67-2679,Robert,Jones,1985-04-10,robert.jones@example.com,(988)-791-4675,9295 2nd Ave,Los Angeles,AZ,47701,United States,348,141178.18,Business
1902651,113-42-4327,Michael,Davis,1985-09-03,michael.davis@example.com,(989)-899-8259,3795 1st Ave,Phoenix,AZ,89087,United States,501,123137.61,Personal
3976712,799-19-4063,Robert,Wilson,1945-08-04,robert.wilson@example.com,(852)-626-2955,6280 Main St,Houston,IL,82954,United States,570,45607.98,Business
8823741,826-29-1654,James,Davis,1943-10-16,james.davis@example.com,(430)-711-1833,5034 2nd Ave,Phoenix,AZ,56934,United States,374,124083.77,Business
4084811,633-18-9276,William,Jones,1944-04-19,william.jones@example.com,(525)-656-9798,6709 Main St,Chicago,CA,37964,United States,639,69727.98,Business
9900294,586-81-1144,Patricia,Taylor,1940-04-17,patricia.taylor@example.com,(784)-454-8301,4037 Elm St,Phoenix,CA,15226,United States,628,75764.71,Personal
5745083,125-76-7143,Michael,Brown,1976-02-21,michael.brown@example.com,(922)-620-8300,8075 Main St,Chicago,CA,51984,United States,826,39881.45,Personal
9945709,107-90-2072,John,Moore,1948-11-28,john.moore@example.com,(786)-744-4492,7050 Main St,Los Angeles,AZ,67047,United States,373,119626.9,Personal
6565260,138-21-2200,James,Wilson,1934-11-14,james.wilson@example.com,(282)-913-5127,9243 Main St,Phoenix,CA,43901,United States,717,76563.91,Business
1283383,498-96-2938,Michael,Davis,1977-12-25,michael.davis@example.com,(106)-756-2036,9694 Main St,New York,IL,75907,United States,408,64780.39,Business
5723078,883-66-7249,Elizabeth,Johnson,1965-06-13,elizabeth.johnson@example.com,(941)-776-1504,7865 Broadway,Phoenix,CA,27875,United States,700,125612.45,Business
7260091,111-80-3316,John,Brown,1941-01-21,john.brown@example.com,(142)-105-7456,8900 Elm St,New York,IL,37532,United States,652,55408.43,Personal
4704207,731-42-4183,John,Williams,1940-04-13,john.williams@example.com,(285)-787-1891,9092 2nd Ave,Phoenix,NY,48096,United States,368,60082.51,Personal
6550757,465-26-4842,Elizabeth,Wilson,1938-12-23,elizabeth.wilson@example.com,(391)-734-2143,3270 1st Ave,Houston,TX,53036,United States,613,113214.98,Personal
7115185,927-50-8017,Elizabeth,Taylor,1945-02-16,elizabeth.taylor@example.com,(104)-420-5033,3729 2nd Ave,Chicago,IL,27603,United States,639,135346.3,Business
6124966,598-80-2783,Barbara,Davis,1945-10-08,barbara.davis@example.com,(761)-721-2343,4697 Broadway,Phoenix,CA,44502,United States,378,117291.04,Personal
7797028,887-85-4485,William,Smith,1933-04-16,william.smith@example.com,(664)-366-9904,8942 2nd Ave,Los Angeles,IL,61445,United States,528,136972.51,Business
9407451,622-21-7500,John,Wilson,1962-08-24,john.wilson@example.com,(614)-110-4913,2817 Elm St,Los Angeles,TX,30869,United States,483,97962.87,Personal
1678132,324-72-4796,Barbara,Davis,1935-08-22,barbara.davis@example.com,(370)-478-4834,801 Broadway,Phoenix,IL,60868,United States,780,140148.23,Personal
2731828,820-76-5480,James,Davis,2004-11-25,james.davis@example.com,(859)-369-9918,9441 Broadway,Houston,TX,57880,United States,379,91999.55,Business
7808902,461-54-8976,Patricia,Moore,2001-02-10,patricia.moore@example.com,(593)-718-1108,8322 Broadway,Houston,CA,40145,United States,378,91744.95,Business
4135756,261-56-2938,Patricia,Williams,1989-04-24,patricia.williams@example.com,(335)-524-6410,1956 2nd Ave,Houston,TX,37617,United States,465,107671.11,Business
1723841,230-83-3639,James,Jones,1942-02-01,james.jones@example.com,(744)-624-1642,9476 Broadway,New York,CA,43850,United States,484,91996.88,Business
1312392,999-94-5644,Elizabeth,Taylor,1937-09-10,elizabeth.taylor@example.com,(321)-559-8723,7991 Broadway,Los Angeles,TX,88753,United States,446,125353.93,Personal
5437920,271-97-6614,Elizabeth,Moore,1970-09-07,elizabeth.moore@example.com,(710)-704-2127,3865 2nd Ave,Houston,CA,24230,United States,316,54281.83,Business
2615622,281-70-1639,John,Taylor,2000-04-28,john.taylor@example.com,(644)-615-2925,1626 2nd Ave,Los Angeles,AZ,80685,United States,301,137636.27,Business
7213902,995-15-9680,William,Miller,1968-06-26,william.miller@example.com,(334)-921-8899,6346 1st Ave,Phoenix,AZ,22807,United States,735,46065.97,Business
5752426,712-79-7695,Patricia,Johnson,1953-02-16,patricia.johnson@example.com,(293)-105-1116,9569 Elm St,New York,AZ,10942,United States,684,108545.53,Business
2788169,258-64-5155,Michael,Davis,1953-06-11,michael.davis@example.com,(975)-648-7939,9351 1st Ave,Phoenix,IL,99208,United States,706,120596.63,Business
9094465,283-57-8925,William,Moore,1952-10-07,william.moore@example.com,(414)-691-6641,6622 Broadway,New York,CA,68536,United States,465,42033.43,Business
1873301,264-59-1086,Linda,Moore,2002-03-01,linda.moore@example.com,(193)-943-3381,7827 Elm St,Houston,NY,18399,United States,569,56612.43,Personal
7447920,510-88-9536,Elizabeth,Smith,1955-09-14,elizabeth.smith@example.com,(828)-711-1941,2971 2nd Ave,Houston,NY,36438,United States,830,64320.78,Personal
9653916,815-39-3776,Elizabeth,Moore,1990-06-21,elizabeth.moore@example.com,(136)-468-4919,104 Broadway,New York,IL,62354,United States,661,110359.45,Business
9686281,115-18-2477,Elizabeth,Jones,1979-04-23,elizabeth.jones@example.com,(391)-843-6703,5793 1st Ave,Los Angeles,AZ,35496,United States,765,141565.66,Personal
7830585,618-23-2185,Robert,Williams,1975-02-21,robert.williams@example.com,(401)-448-2917,8509 1st Ave,Phoenix,AZ,42786,United States,753,145926.65,Business
8698199,797-68-1448,Patricia,Davis,1973-03-29,patricia.davis@example.com,(219)-364-2106,6369 Broadway,Los Angeles,IL,64057,United States,661,91980.51,Personal
5819919,195-61-6603,Robert,Jones,1936-10-27,robert.jones@example.com,(667)-282-8807,5242 1st Ave,Los Angeles,AZ,45268,United States,487,143654.17,Personal
4940319,853-40-5348,Barbara,Jones,1948-07-20,barbara.jones@example.com,(334)-307-5091,5933 Broadway,New York,NY,20287,United States,804,103659.24,Personal
6291817,604-83-5501,Barbara,Davis,1974-01-12,barbara.davis@example.com,(287)-882-9374,4691 2nd Ave,Los Angeles,AZ,26809,United States,355,93088.25,Business
